id,symbol,open_price,close_price,open_time,close_time,position_type,volume,profit,sl,tp,comment
3315616583,EURUSD,1.10411,1.104128,1704153600,1704157201,Buy,0.01,0.018000000000073513,0.0,1.10501,
1847507137,EURUSD,1.104128,1.10359,1704157201,1704160802,Sell,0.01,0.5379999999999274,0.0,1.102768,
8959779647,EURUSD,1.10359,1.103602,1704160802,1704164406,Buy,0.01,0.011999999999900979,0.0,1.10495,
8303164226,EURUSD,1.103602,1.103424,1704164406,1704168007,Sell,0.01,0.17800000000001148,0.0,1.102242,
9297029318,EURUSD,1.103284,1.10191,1704168007,1704171005,Sell,0.01,1.3739999999999863,0.0,1.101924,
751637818,EURUSD,1.10191,1.1021859999999999,1704171005,1704174606,Buy,0.01,0.27599999999994296,0.0,1.10327,
608566523,EURUSD,1.1021859999999999,1.101634,1704174606,1704178207,Sell,0.01,0.5519999999998859,0.0,1.1008259999999999,
7867581844,EURUSD,1.101494,1.1029,1704178207,1704185406,Sell,0.01,-1.4060000000000183,0.0,1.100134,
8280352778,EURUSD,1.102364,1.1029,1704179708,1704185406,Sell,0.2,-10.72000000000184,1.104004,0.0,
5789629629,EURUSD,1.103232,1.1029,1704184809,1704185406,Sell,2.1,69.71999999999979,1.104872,0.0,
5138788834,EURUSD,1.10276,1.10248,1704185406,1704189007,Sell,0.01,0.280000000000058,0.0,1.1014,
5867664053,EURUSD,1.1023399999999999,1.10222,1704189007,1704195603,Sell,0.01,0.11999999999989797,0.0,1.1009799999999998,
8404969519,EURUSD,1.103298,1.10222,1704190208,1704195603,Sell,0.2,21.559999999998247,1.104938,0.0,
5759983039,EURUSD,1.10208,1.100704,1704195603,1704197103,Sell,0.01,1.3760000000000439,0.0,1.10072,
2057896982,EURUSD,1.1005639999999999,1.099874,1704197103,1704200704,Sell,0.01,0.6899999999998574,0.0,1.0992039999999998,
2731618386,EURUSD,1.099734,1.098256,1704200704,1704201304,Sell,0.01,1.4780000000000904,0.0,1.098374,
5846253874,EURUSD,1.098256,1.0987699999999998,1704201304,1704474010,Buy,0.01,0.5139999999999034,0.0,1.099616,
2484994302,EURUSD,1.0987699999999998,1.0973979999999999,1704474010,1704474904,Sell,0.01,1.3719999999999288,0.0,1.0974199999999998,
5858659820,EURUSD,1.0973979999999999,1.09896,1704474904,1704475510,Buy,0.01,1.5620000000000633,0.0,1.0987479999999998,
5889908483,EURUSD,1.09896,1.09755,1704475510,1704475805,Sell,0.01,1.4099999999999113,0.0,1.09761,
5758809239,EURUSD,1.09755,1.099,1704475805,1704476110,Buy,0.01,1.4499999999999513,0.0,1.0989,
854458459,EURUSD,1.09915,1.0991559999999998,1704476110,1722872707,Buy,0.01,0.005999999999728445,0.0,1.1005,
9324435356,EURUSD,1.0991559999999998,1.09775,1722872707,1722876605,Sell,0.01,1.4059999999997963,0.0,1.0978059999999998,
1032924726,EURUSD,1.10008,1.09863,1722875410,1722876610,Sell,0.2,28.99999999999903,1.10173,0.0,
8312306890,EURUSD,1.09863,1.0986539999999998,1722876610,1723584008,Buy,0.01,0.023999999999801958,0.0,1.09998,
9226669432,EURUSD,1.0986539999999998,1.098488,1723584008,1723593604,Sell,0.01,0.16599999999988846,0.0,1.0973039999999998,
3610338349,EURUSD,1.099508,1.098488,1723585809,1723593604,Sell,0.2,20.40000000000042,1.101158,0.0,
