<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.07.12	14:00:00	1.08891	1.08906	1.08876	1.08887	626	0	15
2024.07.12	14:15:00	1.08887	1.08913	1.08879	1.08893	614	0	15
2024.07.12	14:30:00	1.08893	1.08914	1.08882	1.08882	708	0	15
2024.07.12	14:45:00	1.08882	1.08900	1.08857	1.08867	669	0	15
2024.07.12	15:00:00	1.08869	1.08919	1.08861	1.08906	1284	0	15
2024.07.12	15:15:00	1.08906	1.08921	1.08844	1.08860	1433	0	15
2024.07.12	15:30:00	1.08860	1.08886	1.08724	1.08856	3612	0	15
2024.07.12	15:45:00	1.08854	1.08910	1.08848	1.08905	2055	0	15
2024.07.12	16:00:00	1.08906	1.08936	1.08860	1.08936	2386	0	15
2024.07.12	16:15:00	1.08936	1.08969	1.08903	1.08934	1691	0	15
2024.07.12	16:30:00	1.08935	1.08972	1.08909	1.08911	1678	0	15
2024.07.12	16:45:00	1.08911	1.08954	1.08892	1.08906	1355	0	15
2024.07.12	17:00:00	1.08908	1.09005	1.08901	1.08974	1763	0	15
2024.07.12	17:15:00	1.08973	1.08993	1.08926	1.08978	1861	0	15
2024.07.12	17:30:00	1.08977	1.09036	1.08966	1.09022	1178	0	15
2024.07.12	17:45:00	1.09021	1.09085	1.08999	1.09082	1268	0	15
2024.07.12	18:00:00	1.09083	1.09100	1.09051	1.09056	1086	0	15
2024.07.12	18:15:00	1.09057	1.09072	1.09028	1.09061	802	0	15
2024.07.12	18:30:00	1.09060	1.09067	1.09013	1.09040	665	0	15
2024.07.12	18:45:00	1.09039	1.09057	1.09002	1.09004	715	0	15
2024.07.12	19:00:00	1.09005	1.09040	1.09002	1.09007	641	0	15
2024.07.12	19:15:00	1.09007	1.09022	1.08998	1.09012	468	0	15
2024.07.12	19:30:00	1.09012	1.09042	1.09008	1.09024	429	0	15
2024.07.12	19:45:00	1.09025	1.09044	1.08998	1.09038	363	0	15
2024.07.12	20:00:00	1.09038	1.09044	1.09010	1.09016	322	0	15
2024.07.12	20:15:00	1.09014	1.09023	1.09001	1.09023	241	0	15
2024.07.12	20:30:00	1.09023	1.09063	1.09016	1.09055	242	0	15
2024.07.12	20:45:00	1.09055	1.09065	1.09038	1.09055	255	0	15
2024.07.12	21:00:00	1.09055	1.09056	1.09030	1.09032	275	0	15
2024.07.12	21:15:00	1.09032	1.09040	1.09002	1.09022	300	0	15
2024.07.12	21:30:00	1.09023	1.09041	1.09014	1.09028	283	0	15
2024.07.12	21:45:00	1.09027	1.09057	1.09027	1.09053	202	0	15
2024.07.12	22:00:00	1.09052	1.09069	1.09040	1.09069	241	0	15
2024.07.12	22:15:00	1.09069	1.09104	1.09064	1.09093	305	0	15
2024.07.12	22:30:00	1.09092	1.09092	1.09058	1.09065	484	0	15
2024.07.12	22:45:00	1.09065	1.09068	1.09039	1.09054	455	0	15
2024.07.12	23:00:00	1.09058	1.09058	1.09037	1.09050	166	0	15
2024.07.12	23:15:00	1.09052	1.09064	1.09048	1.09055	110	0	25
2024.07.12	23:30:00	1.09056	1.09059	1.09035	1.09037	167	0	25
2024.07.12	23:45:00	1.09037	1.09055	1.09020	1.09049	321	0	25
2024.07.15	00:00:00	1.08814	1.08910	1.08784	1.08883	165	0	40
2024.07.15	00:15:00	1.08884	1.08914	1.08876	1.08901	72	0	35
2024.07.15	00:30:00	1.08900	1.08917	1.08883	1.08889	132	0	31
2024.07.15	00:45:00	1.08888	1.08920	1.08874	1.08874	182	0	33
2024.07.15	01:00:00	1.08874	1.08906	1.08844	1.08858	559	0	25
2024.07.15	01:15:00	1.08857	1.08877	1.08835	1.08859	437	0	15
2024.07.15	01:30:00	1.08858	1.08868	1.08837	1.08857	390	0	15
2024.07.15	01:45:00	1.08856	1.08869	1.08855	1.08861	259	0	15
2024.07.15	02:00:00	1.08862	1.08873	1.08840	1.08846	421	0	15
2024.07.15	02:15:00	1.08845	1.08850	1.08823	1.08828	361	0	15
2024.07.15	02:30:00	1.08828	1.08841	1.08824	1.08835	338	0	15
2024.07.15	02:45:00	1.08836	1.08852	1.08830	1.08850	226	0	15
2024.07.15	03:00:00	1.08850	1.08866	1.08825	1.08846	482	0	15
2024.07.15	03:15:00	1.08848	1.08880	1.08848	1.08860	466	0	15
2024.07.15	03:30:00	1.08861	1.08878	1.08846	1.08851	464	0	15
2024.07.15	03:45:00	1.08851	1.08880	1.08850	1.08874	515	0	15
2024.07.15	04:00:00	1.08875	1.08886	1.08851	1.08854	696	0	15
2024.07.15	04:15:00	1.08854	1.08874	1.08851	1.08866	399	0	15
2024.07.15	04:30:00	1.08867	1.08878	1.08855	1.08861	266	0	15
2024.07.15	04:45:00	1.08861	1.08891	1.08860	1.08888	172	0	15
2024.07.15	05:00:00	1.08887	1.08896	1.08859	1.08872	315	0	15
2024.07.15	05:15:00	1.08872	1.08881	1.08856	1.08879	158	0	15
2024.07.15	05:30:00	1.08879	1.08901	1.08871	1.08899	197	0	15
2024.07.15	05:45:00	1.08900	1.08910	1.08891	1.08908	182	0	15
2024.07.15	06:00:00	1.08909	1.08925	1.08897	1.08924	173	0	15
2024.07.15	06:15:00	1.08925	1.08930	1.08911	1.08930	179	0	15
2024.07.15	06:30:00	1.08928	1.08944	1.08926	1.08943	101	0	15
2024.07.15	06:45:00	1.08943	1.08948	1.08927	1.08931	198	0	15
2024.07.15	07:00:00	1.08931	1.08933	1.08916	1.08918	107	0	15
2024.07.15	07:15:00	1.08918	1.08938	1.08917	1.08937	141	0	15
2024.07.15	07:30:00	1.08937	1.08937	1.08920	1.08925	141	0	15
2024.07.15	07:45:00	1.08924	1.08932	1.08920	1.08927	169	0	16
2024.07.15	08:00:00	1.08927	1.08937	1.08916	1.08929	198	0	15
2024.07.15	08:15:00	1.08930	1.08951	1.08928	1.08950	167	0	15
2024.07.15	08:30:00	1.08950	1.08950	1.08925	1.08930	158	0	15
2024.07.15	08:45:00	1.08930	1.08949	1.08930	1.08933	204	0	15
2024.07.15	09:00:00	1.08935	1.08952	1.08924	1.08939	547	0	15
2024.07.15	09:15:00	1.08940	1.08942	1.08856	1.08865	876	0	15
2024.07.15	09:30:00	1.08864	1.08881	1.08858	1.08880	619	0	15
2024.07.15	09:45:00	1.08879	1.08895	1.08854	1.08887	661	0	15
2024.07.15	10:00:00	1.08887	1.08893	1.08829	1.08847	938	0	15
2024.07.15	10:15:00	1.08847	1.08896	1.08841	1.08876	854	0	15
2024.07.15	10:30:00	1.08877	1.08921	1.08847	1.08921	926	0	15
2024.07.15	10:45:00	1.08922	1.08956	1.08917	1.08947	957	0	15
2024.07.15	11:00:00	1.08947	1.09020	1.08947	1.09012	791	0	15
2024.07.15	11:15:00	1.09011	1.09051	1.09000	1.09037	648	0	15
2024.07.15	11:30:00	1.09036	1.09072	1.09036	1.09051	451	0	15
2024.07.15	11:45:00	1.09051	1.09083	1.09050	1.09074	583	0	15
2024.07.15	12:00:00	1.09074	1.09095	1.09062	1.09062	843	0	15
2024.07.15	12:15:00	1.09062	1.09095	1.09060	1.09089	676	0	15
2024.07.15	12:30:00	1.09090	1.09121	1.09071	1.09093	721	0	15
2024.07.15	12:45:00	1.09092	1.09142	1.09070	1.09119	625	0	15
2024.07.15	13:00:00	1.09120	1.09142	1.09107	1.09123	626	0	15
2024.07.15	13:15:00	1.09126	1.09195	1.09116	1.09120	684	0	15
2024.07.15	13:30:00	1.09122	1.09137	1.09039	1.09086	700	0	15
2024.07.15	13:45:00	1.09088	1.09112	1.09069	1.09089	601	0	15
2024.07.15	14:00:00	1.09089	1.09141	1.09086	1.09114	722	0	15
2024.07.15	14:15:00	1.09113	1.09123	1.09091	1.09097	727	0	15
2024.07.15	14:30:00	1.09096	1.09138	1.09093	1.09119	647	0	15
2024.07.15	14:45:00	1.09120	1.09121	1.09040	1.09046	830	0	15
2024.07.15	15:00:00	1.09047	1.09074	1.09041	1.09048	856	0	15
2024.07.15	15:15:00	1.09050	1.09051	1.09015	1.09028	1005	0	15
2024.07.15	15:30:00	1.09028	1.09052	1.09013	1.09033	986	0	15
2024.07.15	15:45:00	1.09032	1.09080	1.09014	1.09065	913	0	15
2024.07.15	16:00:00	1.09066	1.09109	1.09059	1.09109	1258	0	15
2024.07.15	16:15:00	1.09109	1.09154	1.09104	1.09147	1020	0	15
2024.07.15	16:30:00	1.09146	1.09157	1.09086	1.09110	1313	0	15
2024.07.15	16:45:00	1.09111	1.09152	1.09101	1.09143	1408	0	15
2024.07.15	17:00:00	1.09144	1.09158	1.09108	1.09122	1210	0	15
2024.07.15	17:15:00	1.09124	1.09167	1.09121	1.09166	582	0	15
2024.07.15	17:30:00	1.09167	1.09168	1.09068	1.09119	862	0	15
2024.07.15	17:45:00	1.09120	1.09168	1.09110	1.09162	1096	0	15
2024.07.15	18:00:00	1.09162	1.09215	1.09140	1.09207	1074	0	15
2024.07.15	18:15:00	1.09207	1.09207	1.09107	1.09121	979	0	15
2024.07.15	18:30:00	1.09119	1.09133	1.09091	1.09122	742	0	15
2024.07.15	18:45:00	1.09122	1.09127	1.09103	1.09109	553	0	15
2024.07.15	19:00:00	1.09109	1.09110	1.09012	1.09021	818	0	15
2024.07.15	19:15:00	1.09021	1.09055	1.09012	1.09043	516	0	15
2024.07.15	19:30:00	1.09043	1.09163	1.09017	1.09025	1414	0	15
2024.07.15	19:45:00	1.09025	1.09062	1.08991	1.09053	1765	0	15
2024.07.15	20:00:00	1.09054	1.09055	1.08961	1.08997	1409	0	15
2024.07.15	20:15:00	1.08997	1.09022	1.08956	1.08972	1213	0	15
2024.07.15	20:30:00	1.08970	1.08972	1.08923	1.08940	982	0	15
2024.07.15	20:45:00	1.08939	1.08960	1.08926	1.08939	647	0	15
2024.07.15	21:00:00	1.08939	1.08955	1.08925	1.08952	538	0	15
2024.07.15	21:15:00	1.08952	1.08972	1.08932	1.08965	660	0	15
2024.07.15	21:30:00	1.08965	1.09005	1.08957	1.08998	555	0	15
2024.07.15	21:45:00	1.08998	1.09008	1.08968	1.09005	577	0	15
2024.07.15	22:00:00	1.09005	1.09005	1.08965	1.08974	425	0	15
2024.07.15	22:15:00	1.08974	1.08994	1.08969	1.08974	514	0	15
2024.07.15	22:30:00	1.08975	1.08984	1.08959	1.08963	569	0	15
2024.07.15	22:45:00	1.08963	1.08983	1.08954	1.08979	700	0	15
2024.07.15	23:00:00	1.08980	1.08983	1.08950	1.08961	252	0	15
2024.07.15	23:15:00	1.08961	1.08976	1.08961	1.08970	149	0	25
2024.07.15	23:30:00	1.08968	1.08974	1.08951	1.08952	117	0	25
2024.07.15	23:45:00	1.08953	1.08967	1.08928	1.08928	143	0	25
2024.07.16	00:00:00	1.08927	1.08946	1.08898	1.08925	49	0	34
2024.07.16	00:15:00	1.08933	1.08949	1.08923	1.08939	116	0	48
2024.07.16	00:30:00	1.08932	1.08948	1.08932	1.08942	42	0	26
2024.07.16	00:45:00	1.08942	1.08943	1.08934	1.08938	53	0	33
2024.07.16	01:00:00	1.08941	1.08954	1.08939	1.08941	131	0	25
2024.07.16	01:15:00	1.08941	1.08949	1.08936	1.08948	94	0	15
2024.07.16	01:30:00	1.08948	1.08949	1.08933	1.08936	95	0	15
2024.07.16	01:45:00	1.08936	1.08943	1.08933	1.08936	101	0	15
2024.07.16	02:00:00	1.08935	1.08965	1.08934	1.08955	211	0	15
2024.07.16	02:15:00	1.08956	1.08966	1.08953	1.08958	170	0	15
2024.07.16	02:30:00	1.08959	1.08967	1.08953	1.08967	101	0	16
2024.07.16	02:45:00	1.08965	1.08977	1.08952	1.08972	193	0	15
2024.07.16	03:00:00	1.08973	1.08973	1.08940	1.08959	337	0	15
2024.07.16	03:15:00	1.08959	1.08961	1.08927	1.08946	269	0	15
2024.07.16	03:30:00	1.08948	1.08950	1.08908	1.08909	264	0	15
2024.07.16	03:45:00	1.08908	1.08925	1.08900	1.08904	415	0	15
2024.07.16	04:00:00	1.08905	1.08925	1.08899	1.08911	376	0	15
2024.07.16	04:15:00	1.08911	1.08922	1.08894	1.08898	377	0	15
2024.07.16	04:30:00	1.08898	1.08917	1.08895	1.08907	349	0	15
2024.07.16	04:45:00	1.08906	1.08921	1.08903	1.08919	273	0	15
2024.07.16	05:00:00	1.08919	1.08927	1.08902	1.08903	266	0	15
2024.07.16	05:15:00	1.08903	1.08904	1.08892	1.08895	191	0	15
2024.07.16	05:30:00	1.08895	1.08901	1.08878	1.08888	225	0	15
2024.07.16	05:45:00	1.08888	1.08905	1.08888	1.08901	172	0	15
2024.07.16	06:00:00	1.08900	1.08928	1.08899	1.08917	225	0	15
2024.07.16	06:15:00	1.08916	1.08931	1.08913	1.08927	214	0	15
2024.07.16	06:30:00	1.08927	1.08927	1.08905	1.08912	156	0	15
2024.07.16	06:45:00	1.08911	1.08922	1.08910	1.08922	204	0	15
2024.07.16	07:00:00	1.08921	1.08932	1.08913	1.08926	152	0	15
2024.07.16	07:15:00	1.08925	1.08927	1.08911	1.08912	112	0	15
2024.07.16	07:30:00	1.08911	1.08936	1.08911	1.08931	190	0	15
2024.07.16	07:45:00	1.08930	1.08935	1.08909	1.08916	166	0	15
2024.07.16	08:00:00	1.08915	1.08916	1.08898	1.08898	325	0	15
2024.07.16	08:15:00	1.08896	1.08903	1.08872	1.08873	336	0	15
2024.07.16	08:30:00	1.08873	1.08887	1.08870	1.08886	273	0	15
2024.07.16	08:45:00	1.08885	1.08895	1.08862	1.08877	255	0	15
2024.07.16	09:00:00	1.08877	1.08878	1.08833	1.08843	526	0	15
2024.07.16	09:15:00	1.08844	1.08858	1.08829	1.08854	519	0	15
2024.07.16	09:30:00	1.08854	1.08864	1.08828	1.08852	545	0	15
2024.07.16	09:45:00	1.08852	1.08899	1.08851	1.08878	655	0	15
2024.07.16	10:00:00	1.08876	1.08933	1.08876	1.08931	789	0	15
2024.07.16	10:15:00	1.08931	1.08965	1.08930	1.08952	513	0	15
2024.07.16	10:30:00	1.08952	1.08968	1.08931	1.08954	656	0	15
2024.07.16	10:45:00	1.08955	1.08994	1.08947	1.08983	889	0	15
2024.07.16	11:00:00	1.08982	1.08984	1.08930	1.08966	873	0	15
2024.07.16	11:15:00	1.08966	1.09019	1.08946	1.08971	741	0	15
2024.07.16	11:30:00	1.08972	1.09016	1.08968	1.08985	632	0	15
2024.07.16	11:45:00	1.08984	1.09008	1.08938	1.08993	786	0	15
2024.07.16	12:00:00	1.08996	1.09032	1.08956	1.08991	1010	0	15
2024.07.16	12:15:00	1.08992	1.09023	1.08975	1.08996	722	0	15
2024.07.16	12:30:00	1.08994	1.08999	1.08929	1.08952	653	0	15
2024.07.16	12:45:00	1.08952	1.08994	1.08945	1.08969	842	0	15
2024.07.16	13:00:00	1.08970	1.09000	1.08961	1.08992	871	0	15
2024.07.16	13:15:00	1.08992	1.09021	1.08990	1.08996	700	0	15
2024.07.16	13:30:00	1.08997	1.09007	1.08978	1.08992	730	0	15
2024.07.16	13:45:00	1.08992	1.08995	1.08952	1.08981	791	0	15
2024.07.16	14:00:00	1.08982	1.08996	1.08956	1.08956	616	0	15
2024.07.16	14:15:00	1.08955	1.08982	1.08950	1.08952	497	0	15
2024.07.16	14:30:00	1.08952	1.08964	1.08937	1.08942	473	0	15
2024.07.16	14:45:00	1.08943	1.09030	1.08942	1.09011	1076	0	15
2024.07.16	15:00:00	1.09012	1.09033	1.08997	1.08997	649	0	15
2024.07.16	15:15:00	1.08998	1.09047	1.08997	1.09006	741	0	15
2024.07.16	15:30:00	1.09005	1.09005	1.08805	1.08826	3037	0	15
2024.07.16	15:45:00	1.08825	1.08836	1.08748	1.08798	1775	0	15
2024.07.16	16:00:00	1.08798	1.08804	1.08707	1.08713	1614	0	15
2024.07.16	16:15:00	1.08712	1.08789	1.08707	1.08773	1024	0	15
2024.07.16	16:30:00	1.08773	1.08817	1.08745	1.08789	1349	0	15
2024.07.16	16:45:00	1.08790	1.08824	1.08773	1.08822	965	0	15
2024.07.16	17:00:00	1.08822	1.08839	1.08766	1.08777	1109	0	15
2024.07.16	17:15:00	1.08778	1.08819	1.08757	1.08768	923	0	15
2024.07.16	17:30:00	1.08766	1.08806	1.08733	1.08753	878	0	15
2024.07.16	17:45:00	1.08748	1.08785	1.08723	1.08778	971	0	15
2024.07.16	18:00:00	1.08778	1.08813	1.08775	1.08803	866	0	15
2024.07.16	18:15:00	1.08802	1.08824	1.08796	1.08812	699	0	15
2024.07.16	18:30:00	1.08812	1.08850	1.08791	1.08834	649	0	15
2024.07.16	18:45:00	1.08836	1.08852	1.08828	1.08837	679	0	15
2024.07.16	19:00:00	1.08837	1.08855	1.08809	1.08839	638	0	15
2024.07.16	19:15:00	1.08839	1.08843	1.08813	1.08814	526	0	15
2024.07.16	19:30:00	1.08813	1.08846	1.08804	1.08829	548	0	15
2024.07.16	19:45:00	1.08829	1.08881	1.08829	1.08879	494	0	15
2024.07.16	20:00:00	1.08880	1.08893	1.08868	1.08888	480	0	15
2024.07.16	20:15:00	1.08890	1.08897	1.08873	1.08880	392	0	15
2024.07.16	20:30:00	1.08880	1.08909	1.08874	1.08909	459	0	15
2024.07.16	20:45:00	1.08909	1.08915	1.08897	1.08911	307	0	15
2024.07.16	21:00:00	1.08910	1.08917	1.08895	1.08905	345	0	15
2024.07.16	21:15:00	1.08905	1.08924	1.08895	1.08918	286	0	15
2024.07.16	21:30:00	1.08918	1.08964	1.08912	1.08963	378	0	15
2024.07.16	21:45:00	1.08961	1.08963	1.08947	1.08949	489	0	15
2024.07.16	22:00:00	1.08948	1.08963	1.08944	1.08959	433	0	15
2024.07.16	22:15:00	1.08960	1.08975	1.08956	1.08969	383	0	15
2024.07.16	22:30:00	1.08968	1.08988	1.08961	1.08987	386	0	15
2024.07.16	22:45:00	1.08987	1.09019	1.08984	1.09009	411	0	15
2024.07.16	23:00:00	1.09008	1.09009	1.08995	1.09007	305	0	15
2024.07.16	23:15:00	1.09008	1.09013	1.08993	1.08996	218	0	25
2024.07.16	23:30:00	1.08996	1.09002	1.08983	1.08987	197	0	25
2024.07.16	23:45:00	1.08986	1.08991	1.08967	1.08978	331	0	25
2024.07.17	00:00:00	1.08975	1.08977	1.08968	1.08973	316	0	32
2024.07.17	00:15:00	1.08972	1.08980	1.08972	1.08979	19	0	40
2024.07.17	00:30:00	1.08981	1.08984	1.08974	1.08978	85	0	30
2024.07.17	00:45:00	1.08979	1.08980	1.08972	1.08975	97	0	28
2024.07.17	01:00:00	1.08977	1.08977	1.08965	1.08971	124	0	25
2024.07.17	01:15:00	1.08970	1.08987	1.08970	1.08987	111	0	16
2024.07.17	01:30:00	1.08986	1.08991	1.08979	1.08980	197	0	16
2024.07.17	01:45:00	1.08977	1.09010	1.08961	1.09010	359	0	15
2024.07.17	02:00:00	1.09010	1.09010	1.08994	1.09004	187	0	15
2024.07.17	02:15:00	1.09003	1.09005	1.08993	1.09003	119	0	15
2024.07.17	02:30:00	1.09003	1.09008	1.08992	1.09003	195	0	15
2024.07.17	02:45:00	1.09003	1.09020	1.09000	1.09011	196	0	15
2024.07.17	03:00:00	1.09011	1.09020	1.08971	1.08974	389	0	15
2024.07.17	03:15:00	1.08975	1.08975	1.08948	1.08965	345	0	16
2024.07.17	03:30:00	1.08968	1.08991	1.08960	1.08986	366	0	15
2024.07.17	03:45:00	1.08987	1.08987	1.08955	1.08967	494	0	15
2024.07.17	04:00:00	1.08968	1.08976	1.08946	1.08954	422	0	15
2024.07.17	04:15:00	1.08954	1.08983	1.08954	1.08974	277	0	15
2024.07.17	04:30:00	1.08973	1.09001	1.08971	1.08997	274	0	15
2024.07.17	04:45:00	1.08997	1.09020	1.08990	1.09014	260	0	15
2024.07.17	05:00:00	1.09014	1.09023	1.09003	1.09011	221	0	15
2024.07.17	05:15:00	1.09011	1.09019	1.09001	1.09011	171	0	15
2024.07.17	05:30:00	1.09012	1.09060	1.09012	1.09052	251	0	15
2024.07.17	05:45:00	1.09052	1.09053	1.09029	1.09034	264	0	15
2024.07.17	06:00:00	1.09035	1.09035	1.09016	1.09016	253	0	15
2024.07.17	06:15:00	1.09015	1.09017	1.08997	1.09017	178	0	15
2024.07.17	06:30:00	1.09018	1.09045	1.09010	1.09027	217	0	15
2024.07.17	06:45:00	1.09027	1.09054	1.09014	1.09053	253	0	15
2024.07.17	07:00:00	1.09053	1.09057	1.09044	1.09047	197	0	15
2024.07.17	07:15:00	1.09051	1.09057	1.09041	1.09041	218	0	15
2024.07.17	07:30:00	1.09041	1.09044	1.09016	1.09024	204	0	15
2024.07.17	07:45:00	1.09024	1.09024	1.09010	1.09021	149	0	15
2024.07.17	08:00:00	1.09021	1.09039	1.09000	1.09001	244	0	15
2024.07.17	08:15:00	1.09002	1.09037	1.09001	1.09022	162	0	15
2024.07.17	08:30:00	1.09023	1.09050	1.09021	1.09049	148	0	15
2024.07.17	08:45:00	1.09049	1.09060	1.09030	1.09035	467	0	15
2024.07.17	09:00:00	1.09036	1.09046	1.08987	1.09025	1015	0	15
2024.07.17	09:15:00	1.09022	1.09030	1.08979	1.09014	867	0	15
2024.07.17	09:30:00	1.09012	1.09045	1.09007	1.09010	765	0	15
2024.07.17	09:45:00	1.09007	1.09015	1.08967	1.08968	688	0	15
2024.07.17	10:00:00	1.08966	1.09046	1.08942	1.09039	1053	0	15
2024.07.17	10:15:00	1.09040	1.09055	1.09005	1.09053	1219	0	15
2024.07.17	10:30:00	1.09052	1.09126	1.09052	1.09115	1069	0	15
2024.07.17	10:45:00	1.09115	1.09118	1.09047	1.09075	1117	0	15
2024.07.17	11:00:00	1.09076	1.09126	1.09067	1.09090	1157	0	15
2024.07.17	11:15:00	1.09090	1.09123	1.09082	1.09118	986	0	15
2024.07.17	11:30:00	1.09120	1.09325	1.09120	1.09315	1257	0	15
2024.07.17	11:45:00	1.09314	1.09429	1.09290	1.09411	1505	0	15
2024.07.17	12:00:00	1.09410	1.09441	1.09388	1.09389	1598	0	15
2024.07.17	12:15:00	1.09393	1.09395	1.09350	1.09389	1351	0	15
2024.07.17	12:30:00	1.09389	1.09439	1.09364	1.09426	1254	0	15
2024.07.17	12:45:00	1.09424	1.09430	1.09396	1.09430	856	0	15
2024.07.17	13:00:00	1.09430	1.09440	1.09415	1.09435	639	0	15
2024.07.17	13:15:00	1.09434	1.09439	1.09409	1.09424	437	0	15
2024.07.17	13:30:00	1.09425	1.09427	1.09322	1.09334	824	0	15
2024.07.17	13:45:00	1.09334	1.09334	1.09294	1.09299	905	0	15
2024.07.17	14:00:00	1.09299	1.09332	1.09281	1.09311	715	0	15
2024.07.17	14:15:00	1.09312	1.09404	1.09308	1.09402	878	0	15
2024.07.17	14:30:00	1.09401	1.09411	1.09355	1.09356	787	0	15
2024.07.17	14:45:00	1.09355	1.09370	1.09338	1.09339	799	0	15
2024.07.17	15:00:00	1.09336	1.09361	1.09312	1.09340	1050	0	15
2024.07.17	15:15:00	1.09340	1.09362	1.09318	1.09355	879	0	15
2024.07.17	15:30:00	1.09352	1.09431	1.09335	1.09430	1189	0	15
2024.07.17	15:45:00	1.09428	1.09430	1.09392	1.09416	987	0	15
2024.07.17	16:00:00	1.09415	1.09421	1.09390	1.09406	875	0	15
2024.07.17	16:15:00	1.09407	1.09424	1.09348	1.09379	1057	0	15
2024.07.17	16:30:00	1.09378	1.09473	1.09364	1.09371	2128	0	15
2024.07.17	16:45:00	1.09372	1.09417	1.09352	1.09378	1743	0	15
2024.07.17	17:00:00	1.09378	1.09379	1.09310	1.09329	1688	0	15
2024.07.17	17:15:00	1.09328	1.09369	1.09323	1.09364	1670	0	15
2024.07.17	17:30:00	1.09365	1.09369	1.09317	1.09323	1447	0	15
2024.07.17	17:45:00	1.09324	1.09356	1.09307	1.09314	1152	0	15
2024.07.17	18:00:00	1.09317	1.09317	1.09268	1.09268	1047	0	15
2024.07.17	18:15:00	1.09269	1.09352	1.09269	1.09327	1017	0	15
2024.07.17	18:30:00	1.09326	1.09327	1.09283	1.09296	1004	0	15
2024.07.17	18:45:00	1.09296	1.09324	1.09268	1.09316	987	0	15
2024.07.17	19:00:00	1.09315	1.09328	1.09249	1.09252	884	0	15
2024.07.17	19:15:00	1.09253	1.09273	1.09228	1.09238	946	0	15
2024.07.17	19:30:00	1.09238	1.09276	1.09236	1.09276	630	0	15
2024.07.17	19:45:00	1.09276	1.09299	1.09254	1.09287	568	0	15
2024.07.17	20:00:00	1.09288	1.09308	1.09274	1.09298	864	0	15
2024.07.17	20:15:00	1.09298	1.09330	1.09295	1.09328	606	0	15
2024.07.17	20:30:00	1.09330	1.09356	1.09309	1.09322	558	0	15
2024.07.17	20:45:00	1.09322	1.09329	1.09300	1.09304	514	0	15
2024.07.17	21:00:00	1.09305	1.09353	1.09295	1.09351	627	0	15
2024.07.17	21:15:00	1.09351	1.09377	1.09347	1.09375	437	0	15
2024.07.17	21:30:00	1.09375	1.09386	1.09354	1.09364	558	0	15
2024.07.17	21:45:00	1.09365	1.09369	1.09335	1.09359	707	0	15
2024.07.17	22:00:00	1.09360	1.09389	1.09353	1.09374	738	0	15
2024.07.17	22:15:00	1.09374	1.09382	1.09368	1.09374	675	0	15
2024.07.17	22:30:00	1.09375	1.09378	1.09350	1.09351	688	0	15
2024.07.17	22:45:00	1.09350	1.09368	1.09339	1.09353	685	0	15
2024.07.17	23:00:00	1.09351	1.09355	1.09338	1.09345	394	0	15
2024.07.17	23:15:00	1.09345	1.09374	1.09344	1.09372	256	0	25
2024.07.17	23:30:00	1.09371	1.09384	1.09370	1.09383	289	0	25
2024.07.17	23:45:00	1.09383	1.09387	1.09376	1.09380	204	0	25
2024.07.18	00:00:00	1.09374	1.09377	1.09368	1.09369	18	0	30
2024.07.18	00:15:00	1.09370	1.09381	1.09366	1.09370	20	0	25
2024.07.18	00:30:00	1.09370	1.09374	1.09367	1.09368	54	0	26
2024.07.18	00:45:00	1.09367	1.09371	1.09367	1.09369	48	0	27
2024.07.18	01:00:00	1.09370	1.09378	1.09370	1.09377	87	0	25
2024.07.18	01:15:00	1.09377	1.09387	1.09374	1.09377	181	0	15
2024.07.18	01:30:00	1.09381	1.09388	1.09377	1.09386	170	0	15
2024.07.18	01:45:00	1.09385	1.09388	1.09384	1.09387	153	0	16
2024.07.18	02:00:00	1.09386	1.09399	1.09385	1.09393	291	0	15
2024.07.18	02:15:00	1.09396	1.09398	1.09387	1.09395	218	0	15
2024.07.18	02:30:00	1.09395	1.09401	1.09390	1.09396	270	0	15
2024.07.18	02:45:00	1.09395	1.09396	1.09378	1.09394	176	0	15
2024.07.18	03:00:00	1.09394	1.09398	1.09376	1.09385	412	0	15
2024.07.18	03:15:00	1.09384	1.09397	1.09380	1.09392	375	0	15
2024.07.18	03:30:00	1.09391	1.09396	1.09375	1.09391	380	0	15
2024.07.18	03:45:00	1.09391	1.09394	1.09357	1.09361	266	0	15
2024.07.18	04:00:00	1.09360	1.09363	1.09335	1.09353	396	0	15
2024.07.18	04:15:00	1.09353	1.09366	1.09348	1.09358	321	0	15
2024.07.18	04:30:00	1.09359	1.09377	1.09334	1.09347	717	0	15
2024.07.18	04:45:00	1.09349	1.09363	1.09331	1.09334	657	0	15
2024.07.18	05:00:00	1.09333	1.09349	1.09321	1.09333	493	0	15
2024.07.18	05:15:00	1.09334	1.09338	1.09313	1.09319	337	0	15
2024.07.18	05:30:00	1.09322	1.09336	1.09318	1.09328	294	0	15
2024.07.18	05:45:00	1.09329	1.09350	1.09325	1.09342	283	0	15
2024.07.18	06:00:00	1.09342	1.09352	1.09340	1.09350	311	0	15
2024.07.18	06:15:00	1.09351	1.09356	1.09333	1.09351	318	0	15
2024.07.18	06:30:00	1.09350	1.09354	1.09333	1.09333	273	0	15
