<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.02.22	15:15:00	1.08417	1.08424	1.08323	1.08327	1329	0	15
2024.02.22	15:30:00	1.08320	1.08362	1.08246	1.08289	2380	0	15
2024.02.22	15:45:00	1.08288	1.08335	1.08203	1.08224	2031	0	15
2024.02.22	16:00:00	1.08222	1.08238	1.08114	1.08153	1499	0	15
2024.02.22	16:15:00	1.08151	1.08166	1.08096	1.08121	1471	0	15
2024.02.22	16:30:00	1.08121	1.08140	1.08018	1.08123	1890	0	15
2024.02.22	16:45:00	1.08124	1.08197	1.08076	1.08167	3209	0	15
2024.02.22	17:00:00	1.08167	1.08168	1.08029	1.08107	2868	0	15
2024.02.22	17:15:00	1.08107	1.08133	1.08052	1.08111	1961	0	15
2024.02.22	17:30:00	1.08109	1.08187	1.08106	1.08143	1566	0	15
2024.02.22	17:45:00	1.08143	1.08161	1.08082	1.08093	1800	0	15
2024.02.22	18:00:00	1.08092	1.08177	1.08085	1.08162	1346	0	15
2024.02.22	18:15:00	1.08161	1.08169	1.08142	1.08143	1274	0	15
2024.02.22	18:30:00	1.08143	1.08159	1.08112	1.08129	904	0	15
2024.02.22	18:45:00	1.08130	1.08136	1.08079	1.08133	839	0	15
2024.02.22	19:00:00	1.08132	1.08150	1.08109	1.08141	760	0	15
2024.02.22	19:15:00	1.08139	1.08203	1.08139	1.08202	644	0	15
2024.02.22	19:30:00	1.08203	1.08232	1.08199	1.08219	611	0	15
2024.02.22	19:45:00	1.08218	1.08222	1.08185	1.08192	778	0	15
2024.02.22	20:00:00	1.08193	1.08205	1.08160	1.08161	740	0	15
2024.02.22	20:15:00	1.08160	1.08220	1.08137	1.08220	733	0	15
2024.02.22	20:30:00	1.08221	1.08253	1.08212	1.08248	685	0	15
2024.02.22	20:45:00	1.08248	1.08253	1.08224	1.08239	468	0	15
2024.02.22	21:00:00	1.08238	1.08243	1.08213	1.08218	547	0	15
2024.02.22	21:15:00	1.08218	1.08234	1.08213	1.08222	526	0	15
2024.02.22	21:30:00	1.08223	1.08226	1.08183	1.08190	598	0	15
2024.02.22	21:45:00	1.08191	1.08224	1.08191	1.08216	706	0	15
2024.02.22	22:00:00	1.08215	1.08224	1.08191	1.08201	886	0	15
2024.02.22	22:15:00	1.08200	1.08220	1.08191	1.08211	759	0	15
2024.02.22	22:30:00	1.08211	1.08222	1.08176	1.08194	766	0	15
2024.02.22	22:45:00	1.08194	1.08216	1.08184	1.08209	714	0	15
2024.02.22	23:00:00	1.08209	1.08211	1.08194	1.08202	182	0	15
2024.02.22	23:15:00	1.08202	1.08214	1.08200	1.08207	113	0	25
2024.02.22	23:30:00	1.08207	1.08217	1.08198	1.08206	112	0	25
2024.02.22	23:45:00	1.08206	1.08223	1.08206	1.08213	314	0	25
2024.02.23	00:00:00	1.08213	1.08213	1.08188	1.08210	41	0	34
2024.02.23	00:15:00	1.08209	1.08213	1.08193	1.08197	74	0	39
2024.02.23	00:30:00	1.08198	1.08219	1.08186	1.08198	189	0	43
2024.02.23	00:45:00	1.08198	1.08205	1.08168	1.08202	113	0	29
2024.02.23	01:00:00	1.08187	1.08244	1.08187	1.08241	122	0	25
2024.02.23	01:15:00	1.08241	1.08249	1.08240	1.08246	140	0	15
2024.02.23	01:30:00	1.08246	1.08252	1.08243	1.08246	149	0	15
2024.02.23	01:45:00	1.08247	1.08248	1.08242	1.08246	178	0	15
2024.02.23	02:00:00	1.08247	1.08271	1.08246	1.08267	290	0	15
2024.02.23	02:15:00	1.08266	1.08271	1.08258	1.08267	203	0	15
2024.02.23	02:30:00	1.08268	1.08272	1.08139	1.08222	690	0	15
2024.02.23	02:45:00	1.08222	1.08225	1.08177	1.08209	742	0	15
2024.02.23	03:00:00	1.08209	1.08272	1.08208	1.08257	531	0	15
2024.02.23	03:15:00	1.08256	1.08261	1.08245	1.08255	461	0	15
2024.02.23	03:30:00	1.08256	1.08296	1.08250	1.08295	624	0	15
2024.02.23	03:45:00	1.08296	1.08311	1.08244	1.08263	612	0	15
2024.02.23	04:00:00	1.08265	1.08297	1.08246	1.08290	387	0	15
2024.02.23	04:15:00	1.08290	1.08296	1.08259	1.08266	403	0	15
2024.02.23	04:30:00	1.08267	1.08267	1.08241	1.08267	375	0	15
2024.02.23	04:45:00	1.08266	1.08277	1.08247	1.08247	439	0	15
2024.02.23	05:00:00	1.08246	1.08252	1.08218	1.08227	426	0	15
2024.02.23	05:15:00	1.08227	1.08235	1.08224	1.08232	271	0	15
2024.02.23	05:30:00	1.08231	1.08245	1.08220	1.08237	359	0	15
2024.02.23	05:45:00	1.08237	1.08246	1.08233	1.08245	382	0	15
2024.02.23	06:00:00	1.08245	1.08257	1.08241	1.08255	215	0	15
2024.02.23	06:15:00	1.08255	1.08277	1.08253	1.08274	201	0	15
2024.02.23	06:30:00	1.08275	1.08275	1.08259	1.08259	225	0	15
2024.02.23	06:45:00	1.08260	1.08261	1.08244	1.08245	244	0	15
2024.02.23	07:00:00	1.08245	1.08250	1.08241	1.08247	254	0	15
2024.02.23	07:15:00	1.08247	1.08262	1.08246	1.08250	248	0	15
2024.02.23	07:30:00	1.08249	1.08250	1.08223	1.08234	252	0	15
2024.02.23	07:45:00	1.08231	1.08232	1.08203	1.08220	324	0	15
2024.02.23	08:00:00	1.08220	1.08262	1.08220	1.08260	396	0	15
2024.02.23	08:15:00	1.08261	1.08267	1.08236	1.08250	353	0	15
2024.02.23	08:30:00	1.08251	1.08252	1.08215	1.08228	406	0	15
2024.02.23	08:45:00	1.08229	1.08268	1.08209	1.08247	562	0	15
2024.02.23	09:00:00	1.08246	1.08277	1.08231	1.08276	816	0	15
2024.02.23	09:15:00	1.08276	1.08300	1.08262	1.08278	624	0	15
2024.02.23	09:30:00	1.08278	1.08283	1.08235	1.08260	749	0	15
2024.02.23	09:45:00	1.08262	1.08308	1.08260	1.08286	871	0	15
2024.02.23	10:00:00	1.08287	1.08316	1.08274	1.08312	1256	0	15
2024.02.23	10:15:00	1.08313	1.08314	1.08251	1.08258	1108	0	15
2024.02.23	10:30:00	1.08258	1.08278	1.08246	1.08259	1102	0	15
2024.02.23	10:45:00	1.08259	1.08264	1.08201	1.08242	906	0	15
2024.02.23	11:00:00	1.08243	1.08248	1.08197	1.08203	1099	0	15
2024.02.23	11:15:00	1.08202	1.08231	1.08190	1.08202	875	0	15
2024.02.23	11:30:00	1.08203	1.08214	1.08142	1.08152	827	0	15
2024.02.23	11:45:00	1.08151	1.08184	1.08131	1.08167	978	0	15
2024.02.23	12:00:00	1.08168	1.08215	1.08163	1.08213	678	0	15
2024.02.23	12:15:00	1.08214	1.08236	1.08209	1.08221	635	0	15
2024.02.23	12:30:00	1.08220	1.08234	1.08196	1.08199	857	0	15
2024.02.23	12:45:00	1.08201	1.08241	1.08198	1.08230	788	0	15
2024.02.23	13:00:00	1.08232	1.08255	1.08220	1.08233	633	0	15
2024.02.23	13:15:00	1.08234	1.08306	1.08215	1.08284	854	0	15
2024.02.23	13:30:00	1.08283	1.08295	1.08250	1.08292	840	0	15
2024.02.23	13:45:00	1.08293	1.08304	1.08245	1.08262	948	0	15
2024.02.23	14:00:00	1.08262	1.08282	1.08237	1.08257	786	0	15
2024.02.23	14:15:00	1.08256	1.08339	1.08239	1.08329	893	0	15
2024.02.23	14:30:00	1.08328	1.08386	1.08327	1.08355	1172	0	15
2024.02.23	14:45:00	1.08356	1.08381	1.08338	1.08354	1107	0	15
2024.02.23	15:00:00	1.08354	1.08360	1.08297	1.08355	1375	0	15
2024.02.23	15:15:00	1.08355	1.08355	1.08293	1.08303	1417	0	15
2024.02.23	15:30:00	1.08302	1.08326	1.08258	1.08266	1404	0	15
2024.02.23	15:45:00	1.08266	1.08333	1.08266	1.08310	1168	0	15
2024.02.23	16:00:00	1.08311	1.08325	1.08258	1.08267	1670	0	15
2024.02.23	16:15:00	1.08268	1.08330	1.08266	1.08318	1239	0	15
2024.02.23	16:30:00	1.08318	1.08360	1.08276	1.08284	1245	0	15
2024.02.23	16:45:00	1.08283	1.08286	1.08234	1.08246	1422	0	15
2024.02.23	17:00:00	1.08246	1.08248	1.08152	1.08186	1747	0	15
2024.02.23	17:15:00	1.08187	1.08212	1.08159	1.08193	1617	0	15
2024.02.23	17:30:00	1.08192	1.08215	1.08160	1.08164	1349	0	15
2024.02.23	17:45:00	1.08165	1.08212	1.08109	1.08198	1474	0	15
2024.02.23	18:00:00	1.08198	1.08216	1.08141	1.08144	1380	0	15
2024.02.23	18:15:00	1.08145	1.08216	1.08145	1.08212	1123	0	15
2024.02.23	18:30:00	1.08212	1.08249	1.08212	1.08219	1493	0	15
2024.02.23	18:45:00	1.08219	1.08279	1.08219	1.08264	1269	0	15
2024.02.23	19:00:00	1.08265	1.08280	1.08246	1.08253	1036	0	15
2024.02.23	19:15:00	1.08252	1.08260	1.08232	1.08237	969	0	15
2024.02.23	19:30:00	1.08237	1.08267	1.08230	1.08239	784	0	15
2024.02.23	19:45:00	1.08239	1.08249	1.08202	1.08240	784	0	15
2024.02.23	20:00:00	1.08239	1.08247	1.08220	1.08236	732	0	15
2024.02.23	20:15:00	1.08235	1.08276	1.08234	1.08272	499	0	15
2024.02.23	20:30:00	1.08272	1.08286	1.08260	1.08273	670	0	15
2024.02.23	20:45:00	1.08274	1.08279	1.08255	1.08256	821	0	15
2024.02.23	21:00:00	1.08256	1.08256	1.08230	1.08236	681	0	15
2024.02.23	21:15:00	1.08237	1.08239	1.08192	1.08201	540	0	15
2024.02.23	21:30:00	1.08201	1.08216	1.08195	1.08204	673	0	15
2024.02.23	21:45:00	1.08205	1.08226	1.08196	1.08220	628	0	15
2024.02.23	22:00:00	1.08221	1.08237	1.08199	1.08213	1016	0	15
2024.02.23	22:15:00	1.08213	1.08217	1.08180	1.08186	690	0	15
2024.02.23	22:30:00	1.08186	1.08190	1.08167	1.08189	651	0	15
2024.02.23	22:45:00	1.08189	1.08220	1.08189	1.08214	696	0	15
2024.02.23	23:00:00	1.08214	1.08214	1.08200	1.08206	332	0	17
2024.02.23	23:15:00	1.08207	1.08219	1.08195	1.08218	158	0	25
2024.02.23	23:30:00	1.08215	1.08215	1.08191	1.08194	312	0	25
2024.02.23	23:45:00	1.08194	1.08205	1.08166	1.08182	350	0	25
2024.02.26	00:00:00	1.08241	1.08304	1.08166	1.08187	30	0	44
2024.02.26	00:15:00	1.08185	1.08201	1.08152	1.08152	17	0	48
2024.02.26	00:30:00	1.08157	1.08186	1.08150	1.08186	15	0	41
2024.02.26	00:45:00	1.08186	1.08232	1.08181	1.08216	199	0	25
2024.02.26	01:00:00	1.08219	1.08219	1.08183	1.08205	244	0	25
2024.02.26	01:15:00	1.08210	1.08211	1.08195	1.08197	129	0	15
2024.02.26	01:30:00	1.08197	1.08197	1.08182	1.08195	172	0	15
2024.02.26	01:45:00	1.08194	1.08194	1.08182	1.08182	120	0	15
2024.02.26	02:00:00	1.08182	1.08194	1.08169	1.08177	402	0	15
2024.02.26	02:15:00	1.08177	1.08187	1.08151	1.08183	351	0	15
2024.02.26	02:30:00	1.08182	1.08185	1.08162	1.08178	365	0	15
2024.02.26	02:45:00	1.08178	1.08187	1.08156	1.08158	673	0	15
2024.02.26	03:00:00	1.08157	1.08157	1.08124	1.08131	520	0	15
2024.02.26	03:15:00	1.08131	1.08166	1.08117	1.08159	435	0	15
2024.02.26	03:30:00	1.08159	1.08187	1.08156	1.08183	388	0	15
2024.02.26	03:45:00	1.08184	1.08185	1.08152	1.08155	364	0	15
2024.02.26	04:00:00	1.08155	1.08160	1.08137	1.08160	283	0	15
2024.02.26	04:15:00	1.08160	1.08160	1.08134	1.08157	288	0	15
2024.02.26	04:30:00	1.08158	1.08162	1.08142	1.08162	360	0	15
2024.02.26	04:45:00	1.08164	1.08168	1.08141	1.08162	289	0	15
2024.02.26	05:00:00	1.08161	1.08166	1.08152	1.08158	228	0	15
2024.02.26	05:15:00	1.08159	1.08177	1.08157	1.08176	168	0	15
2024.02.26	05:30:00	1.08177	1.08184	1.08170	1.08177	190	0	15
2024.02.26	05:45:00	1.08177	1.08187	1.08170	1.08176	256	0	15
2024.02.26	06:00:00	1.08176	1.08192	1.08167	1.08190	186	0	15
2024.02.26	06:15:00	1.08192	1.08205	1.08190	1.08197	184	0	15
2024.02.26	06:30:00	1.08200	1.08219	1.08197	1.08210	320	0	15
2024.02.26	06:45:00	1.08211	1.08211	1.08195	1.08202	253	0	15
2024.02.26	07:00:00	1.08201	1.08210	1.08193	1.08197	391	0	15
2024.02.26	07:15:00	1.08198	1.08200	1.08180	1.08187	221	0	15
2024.02.26	07:30:00	1.08187	1.08207	1.08186	1.08200	273	0	15
2024.02.26	07:45:00	1.08202	1.08232	1.08201	1.08223	306	0	15
2024.02.26	08:00:00	1.08222	1.08232	1.08212	1.08224	307	0	15
2024.02.26	08:15:00	1.08223	1.08239	1.08221	1.08237	359	0	15
2024.02.26	08:30:00	1.08237	1.08246	1.08230	1.08234	357	0	15
2024.02.26	08:45:00	1.08234	1.08240	1.08222	1.08232	373	0	15
2024.02.26	09:00:00	1.08231	1.08316	1.08220	1.08311	838	0	15
2024.02.26	09:15:00	1.08310	1.08311	1.08285	1.08303	784	0	15
2024.02.26	09:30:00	1.08304	1.08359	1.08290	1.08292	833	0	15
2024.02.26	09:45:00	1.08291	1.08336	1.08290	1.08313	984	0	15
2024.02.26	10:00:00	1.08313	1.08316	1.08263	1.08267	1114	0	15
2024.02.26	10:15:00	1.08266	1.08321	1.08266	1.08318	948	0	15
2024.02.26	10:30:00	1.08319	1.08346	1.08318	1.08324	848	0	15
2024.02.26	10:45:00	1.08326	1.08345	1.08296	1.08312	1037	0	15
2024.02.26	11:00:00	1.08312	1.08356	1.08296	1.08336	1077	0	15
2024.02.26	11:15:00	1.08334	1.08367	1.08330	1.08352	675	0	15
2024.02.26	11:30:00	1.08352	1.08388	1.08352	1.08383	530	0	15
2024.02.26	11:45:00	1.08383	1.08394	1.08366	1.08391	600	0	15
2024.02.26	12:00:00	1.08391	1.08451	1.08376	1.08442	919	0	15
2024.02.26	12:15:00	1.08441	1.08464	1.08417	1.08462	476	0	15
2024.02.26	12:30:00	1.08461	1.08478	1.08440	1.08458	535	0	15
2024.02.26	12:45:00	1.08457	1.08477	1.08449	1.08470	550	0	15
2024.02.26	13:00:00	1.08468	1.08496	1.08441	1.08485	548	0	15
2024.02.26	13:15:00	1.08484	1.08525	1.08465	1.08516	757	0	15
2024.02.26	13:30:00	1.08516	1.08532	1.08493	1.08520	667	0	15
2024.02.26	13:45:00	1.08520	1.08523	1.08484	1.08511	636	0	15
2024.02.26	14:00:00	1.08511	1.08535	1.08500	1.08504	714	0	15
2024.02.26	14:15:00	1.08503	1.08546	1.08503	1.08534	543	0	15
2024.02.26	14:30:00	1.08535	1.08551	1.08524	1.08550	703	0	15
2024.02.26	14:45:00	1.08550	1.08588	1.08480	1.08488	792	0	15
2024.02.26	15:00:00	1.08486	1.08538	1.08475	1.08513	1188	0	15
2024.02.26	15:15:00	1.08514	1.08529	1.08486	1.08505	991	0	15
2024.02.26	15:30:00	1.08506	1.08548	1.08497	1.08544	991	0	15
2024.02.26	15:45:00	1.08544	1.08581	1.08521	1.08570	804	0	15
2024.02.26	16:00:00	1.08571	1.08579	1.08442	1.08444	1311	0	15
2024.02.26	16:15:00	1.08443	1.08501	1.08441	1.08495	1239	0	15
2024.02.26	16:30:00	1.08494	1.08536	1.08487	1.08496	1048	0	15
2024.02.26	16:45:00	1.08497	1.08500	1.08431	1.08453	1419	0	15
2024.02.26	17:00:00	1.08456	1.08474	1.08377	1.08406	1572	0	15
2024.02.26	17:15:00	1.08406	1.08462	1.08380	1.08447	1061	0	15
2024.02.26	17:30:00	1.08449	1.08504	1.08446	1.08471	865	0	15
2024.02.26	17:45:00	1.08471	1.08535	1.08462	1.08501	973	0	15
2024.02.26	18:00:00	1.08501	1.08516	1.08471	1.08473	1243	0	15
2024.02.26	18:15:00	1.08473	1.08500	1.08462	1.08489	896	0	15
2024.02.26	18:30:00	1.08487	1.08513	1.08468	1.08501	740	0	15
2024.02.26	18:45:00	1.08502	1.08546	1.08501	1.08531	579	0	15
2024.02.26	19:00:00	1.08532	1.08541	1.08498	1.08507	778	0	15
2024.02.26	19:15:00	1.08507	1.08510	1.08465	1.08479	629	0	15
2024.02.26	19:30:00	1.08479	1.08492	1.08449	1.08456	529	0	15
2024.02.26	19:45:00	1.08457	1.08460	1.08428	1.08444	506	0	15
2024.02.26	20:00:00	1.08443	1.08450	1.08403	1.08431	765	0	15
2024.02.26	20:15:00	1.08431	1.08436	1.08402	1.08409	508	0	15
2024.02.26	20:30:00	1.08407	1.08428	1.08389	1.08418	440	0	15
2024.02.26	20:45:00	1.08419	1.08444	1.08411	1.08438	399	0	15
2024.02.26	21:00:00	1.08437	1.08464	1.08435	1.08438	446	0	15
2024.02.26	21:15:00	1.08437	1.08452	1.08431	1.08442	346	0	15
2024.02.26	21:30:00	1.08442	1.08466	1.08435	1.08453	357	0	15
2024.02.26	21:45:00	1.08453	1.08464	1.08443	1.08453	483	0	15
2024.02.26	22:00:00	1.08452	1.08504	1.08452	1.08503	494	0	15
2024.02.26	22:15:00	1.08503	1.08517	1.08491	1.08511	513	0	15
2024.02.26	22:30:00	1.08512	1.08516	1.08495	1.08507	405	0	15
2024.02.26	22:45:00	1.08504	1.08516	1.08494	1.08498	590	0	15
2024.02.26	23:00:00	1.08497	1.08498	1.08488	1.08494	286	0	16
2024.02.26	23:15:00	1.08494	1.08496	1.08488	1.08490	117	0	25
2024.02.26	23:30:00	1.08490	1.08494	1.08483	1.08489	100	0	25
2024.02.26	23:45:00	1.08489	1.08501	1.08489	1.08495	240	0	25
2024.02.27	00:00:00	1.08492	1.08492	1.08444	1.08473	43	0	30
2024.02.27	00:15:00	1.08472	1.08474	1.08460	1.08460	36	0	31
2024.02.27	00:30:00	1.08460	1.08475	1.08460	1.08475	69	0	33
2024.02.27	00:45:00	1.08474	1.08486	1.08474	1.08484	271	0	33
2024.02.27	01:00:00	1.08483	1.08495	1.08472	1.08473	127	0	25
2024.02.27	01:15:00	1.08472	1.08483	1.08472	1.08479	169	0	15
2024.02.27	01:30:00	1.08481	1.08506	1.08479	1.08502	202	0	15
2024.02.27	01:45:00	1.08504	1.08505	1.08493	1.08495	114	0	15
2024.02.27	02:00:00	1.08495	1.08499	1.08467	1.08479	363	0	15
2024.02.27	02:15:00	1.08476	1.08486	1.08468	1.08486	345	0	15
2024.02.27	02:30:00	1.08486	1.08486	1.08463	1.08465	364	0	15
2024.02.27	02:45:00	1.08464	1.08479	1.08458	1.08466	398	0	15
2024.02.27	03:00:00	1.08466	1.08473	1.08449	1.08454	335	0	15
2024.02.27	03:15:00	1.08454	1.08464	1.08445	1.08461	415	0	15
2024.02.27	03:30:00	1.08460	1.08485	1.08455	1.08485	400	0	15
2024.02.27	03:45:00	1.08486	1.08499	1.08466	1.08492	479	0	15
2024.02.27	04:00:00	1.08492	1.08526	1.08492	1.08519	399	0	15
2024.02.27	04:15:00	1.08520	1.08520	1.08473	1.08496	404	0	15
2024.02.27	04:30:00	1.08496	1.08519	1.08495	1.08506	274	0	15
2024.02.27	04:45:00	1.08505	1.08510	1.08500	1.08505	173	0	15
2024.02.27	05:00:00	1.08506	1.08508	1.08478	1.08492	333	0	15
2024.02.27	05:15:00	1.08491	1.08518	1.08488	1.08506	360	0	15
2024.02.27	05:30:00	1.08505	1.08517	1.08505	1.08515	305	0	15
2024.02.27	05:45:00	1.08515	1.08521	1.08510	1.08519	287	0	15
2024.02.27	06:00:00	1.08519	1.08531	1.08517	1.08526	194	0	15
2024.02.27	06:15:00	1.08526	1.08539	1.08521	1.08539	202	0	15
2024.02.27	06:30:00	1.08537	1.08545	1.08534	1.08535	205	0	15
2024.02.27	06:45:00	1.08538	1.08540	1.08518	1.08525	257	0	15
2024.02.27	07:00:00	1.08524	1.08533	1.08519	1.08525	531	0	15
2024.02.27	07:15:00	1.08526	1.08526	1.08493	1.08493	339	0	15
2024.02.27	07:30:00	1.08493	1.08501	1.08477	1.08484	347	0	15
2024.02.27	07:45:00	1.08485	1.08522	1.08479	1.08512	368	0	15
2024.02.27	08:00:00	1.08513	1.08520	1.08492	1.08499	424	0	15
2024.02.27	08:15:00	1.08499	1.08502	1.08469	1.08483	467	0	15
2024.02.27	08:30:00	1.08482	1.08508	1.08462	1.08468	391	0	15
2024.02.27	08:45:00	1.08469	1.08493	1.08462	1.08493	510	0	15
2024.02.27	09:00:00	1.08493	1.08567	1.08491	1.08567	556	0	15
2024.02.27	09:15:00	1.08567	1.08619	1.08557	1.08606	497	0	15
2024.02.27	09:30:00	1.08606	1.08614	1.08555	1.08560	683	0	15
2024.02.27	09:45:00	1.08560	1.08582	1.08543	1.08551	767	0	15
2024.02.27	10:00:00	1.08551	1.08577	1.08521	1.08564	1020	0	15
2024.02.27	10:15:00	1.08562	1.08608	1.08554	1.08595	823	0	15
2024.02.27	10:30:00	1.08594	1.08634	1.08567	1.08627	912	0	15
2024.02.27	10:45:00	1.08627	1.08650	1.08552	1.08567	948	0	15
2024.02.27	11:00:00	1.08566	1.08586	1.08558	1.08565	774	0	15
2024.02.27	11:15:00	1.08567	1.08580	1.08523	1.08529	1059	0	15
2024.02.27	11:30:00	1.08530	1.08546	1.08510	1.08525	854	0	15
2024.02.27	11:45:00	1.08524	1.08562	1.08512	1.08520	1144	0	15
2024.02.27	12:00:00	1.08521	1.08521	1.08409	1.08433	1060	0	15
2024.02.27	12:15:00	1.08432	1.08471	1.08425	1.08450	733	0	15
2024.02.27	12:30:00	1.08449	1.08502	1.08448	1.08492	670	0	15
2024.02.27	12:45:00	1.08493	1.08524	1.08481	1.08508	616	0	15
2024.02.27	13:00:00	1.08507	1.08522	1.08470	1.08517	781	0	15
2024.02.27	13:15:00	1.08516	1.08541	1.08508	1.08533	573	0	15
2024.02.27	13:30:00	1.08534	1.08556	1.08525	1.08556	506	0	15
2024.02.27	13:45:00	1.08558	1.08581	1.08539	1.08566	563	0	15
2024.02.27	14:00:00	1.08567	1.08605	1.08562	1.08603	493	0	15
2024.02.27	14:15:00	1.08603	1.08608	1.08575	1.08579	404	0	15
2024.02.27	14:30:00	1.08579	1.08597	1.08569	1.08591	888	0	15
2024.02.27	14:45:00	1.08592	1.08623	1.08548	1.08558	685	0	15
2024.02.27	15:00:00	1.08558	1.08569	1.08523	1.08546	1095	0	15
2024.02.27	15:15:00	1.08548	1.08552	1.08491	1.08499	1082	0	15
2024.02.27	15:30:00	1.08496	1.08556	1.08449	1.08451	1493	0	15
2024.02.27	15:45:00	1.08452	1.08506	1.08440	1.08473	941	0	15
2024.02.27	16:00:00	1.08471	1.08500	1.08410	1.08413	1164	0	15
2024.02.27	16:15:00	1.08413	1.08443	1.08391	1.08404	1176	0	15
2024.02.27	16:30:00	1.08405	1.08440	1.08358	1.08392	1086	0	15
2024.02.27	16:45:00	1.08392	1.08395	1.08350	1.08393	863	0	15
2024.02.27	17:00:00	1.08392	1.08455	1.08349	1.08374	1997	0	15
2024.02.27	17:15:00	1.08374	1.08420	1.08370	1.08384	1006	0	15
2024.02.27	17:30:00	1.08384	1.08385	1.08321	1.08357	1050	0	15
2024.02.27	17:45:00	1.08357	1.08503	1.08354	1.08460	1634	0	15
2024.02.27	18:00:00	1.08462	1.08512	1.08440	1.08507	1431	0	15
2024.02.27	18:15:00	1.08507	1.08539	1.08489	1.08515	1288	0	15
2024.02.27	18:30:00	1.08516	1.08535	1.08476	1.08516	1250	0	15
2024.02.27	18:45:00	1.08518	1.08570	1.08517	1.08552	894	0	15
2024.02.27	19:00:00	1.08552	1.08556	1.08493	1.08500	933	0	15
2024.02.27	19:15:00	1.08500	1.08534	1.08479	1.08516	793	0	15
2024.02.27	19:30:00	1.08516	1.08551	1.08505	1.08511	744	0	15
2024.02.27	19:45:00	1.08511	1.08545	1.08494	1.08499	716	0	15
2024.02.27	20:00:00	1.08498	1.08546	1.08485	1.08545	1118	0	15
2024.02.27	20:15:00	1.08546	1.08558	1.08514	1.08514	838	0	15
2024.02.27	20:30:00	1.08514	1.08525	1.08497	1.08511	755	0	15
2024.02.27	20:45:00	1.08511	1.08511	1.08480	1.08486	716	0	15
2024.02.27	21:00:00	1.08486	1.08486	1.08461	1.08461	433	0	15
2024.02.27	21:15:00	1.08461	1.08476	1.08420	1.08446	675	0	15
2024.02.27	21:30:00	1.08447	1.08452	1.08414	1.08420	559	0	15
2024.02.27	21:45:00	1.08421	1.08439	1.08398	1.08434	760	0	15
2024.02.27	22:00:00	1.08433	1.08434	1.08411	1.08417	689	0	15
2024.02.27	22:15:00	1.08416	1.08452	1.08413	1.08447	593	0	15
2024.02.27	22:30:00	1.08447	1.08467	1.08440	1.08463	476	0	15
2024.02.27	22:45:00	1.08462	1.08467	1.08433	1.08434	574	0	15
2024.02.27	23:00:00	1.08433	1.08446	1.08428	1.08444	251	0	15
2024.02.27	23:15:00	1.08444	1.08447	1.08433	1.08433	128	0	25
2024.02.27	23:30:00	1.08433	1.08438	1.08422	1.08435	214	0	25
2024.02.27	23:45:00	1.08436	1.08440	1.08424	1.08427	260	0	25
2024.02.28	00:00:00	1.08411	1.08437	1.08411	1.08437	20	0	55
2024.02.28	00:15:00	1.08430	1.08451	1.08430	1.08441	68	0	36
2024.02.28	00:30:00	1.08441	1.08446	1.08425	1.08432	271	0	25
2024.02.28	00:45:00	1.08430	1.08435	1.08424	1.08425	131	0	25
2024.02.28	01:00:00	1.08423	1.08442	1.08412	1.08438	97	0	25
2024.02.28	01:15:00	1.08437	1.08445	1.08430	1.08432	174	0	15
2024.02.28	01:30:00	1.08432	1.08436	1.08420	1.08424	114	0	15
2024.02.28	01:45:00	1.08423	1.08423	1.08402	1.08402	124	0	15
2024.02.28	02:00:00	1.08403	1.08415	1.08396	1.08412	299	0	15
2024.02.28	02:15:00	1.08411	1.08437	1.08408	1.08411	180	0	15
2024.02.28	02:30:00	1.08406	1.08445	1.08397	1.08440	398	0	15
2024.02.28	02:45:00	1.08440	1.08447	1.08421	1.08434	397	0	15
2024.02.28	03:00:00	1.08433	1.08434	1.08392	1.08395	781	0	15
2024.02.28	03:15:00	1.08396	1.08428	1.08396	1.08398	458	0	15
2024.02.28	03:30:00	1.08399	1.08407	1.08370	1.08406	483	0	15
2024.02.28	03:45:00	1.08405	1.08407	1.08384	1.08386	486	0	15
2024.02.28	04:00:00	1.08385	1.08392	1.08362	1.08382	396	0	15
2024.02.28	04:15:00	1.08381	1.08395	1.08367	1.08386	284	0	15
2024.02.28	04:30:00	1.08384	1.08392	1.08364	1.08365	385	0	15
2024.02.28	04:45:00	1.08364	1.08376	1.08363	1.08367	388	0	15
2024.02.28	05:00:00	1.08366	1.08372	1.08348	1.08348	332	0	15
2024.02.28	05:15:00	1.08347	1.08347	1.08320	1.08322	514	0	15
2024.02.28	05:30:00	1.08322	1.08339	1.08321	1.08323	370	0	15
2024.02.28	05:45:00	1.08324	1.08342	1.08319	1.08334	392	0	15
2024.02.28	06:00:00	1.08335	1.08348	1.08319	1.08322	388	0	15
2024.02.28	06:15:00	1.08321	1.08334	1.08317	1.08331	336	0	15
2024.02.28	06:30:00	1.08331	1.08337	1.08319	1.08320	212	0	15
2024.02.28	06:45:00	1.08320	1.08326	1.08309	1.08313	251	0	15
2024.02.28	07:00:00	1.08313	1.08323	1.08308	1.08316	284	0	15
2024.02.28	07:15:00	1.08316	1.08320	1.08289	1.08296	366	0	15
2024.02.28	07:30:00	1.08296	1.08296	1.08251	1.08254	341	0	15
2024.02.28	07:45:00	1.08253	1.08262	1.08246	1.08259	432	0	15
